name,address,city,state,zip,latitude,longitude,website
Los Angeles Ort College-Van Nuys Campus,14519 W.Sylvan Street,Van Nuys,CA,91411,34.153012,-118.462705,www.laort.edu
Advanced Barber College And Hair Design,2818 S International,Weslaco,TX,78596,26.131543,-97.958247,advancedbarbercollege.org/
Texas School Of Business-Southwest,6363 Richmond Ste 300,Houston,TX,77057,29.731248,-95.495766,southwest.tsb.edu/pages/homepage.aspx
The College Of Health Care Professions,"6505 Airport Blvd, Suite 102",Austin,TX,78752,30.329462,-97.713662,www.chcp.edu
University Of Phoenix-Puerto Rico Campus,Santander Tower At San Patricio B-7 Tabonuco St.,Guaynabo,PR,968,18.382361,-66.121822,www.phoenix.edu
The English Center,"66 Franklin Street, Suite 220",Oakland,CA,94607,37.794414,-122.275381,www.englishcenter.edu
Icdc College,5422 Sunset Blvd.,Los Angeles,CA,90027,34.097075,-118.307809,icdccollege.edu
Cru Institute,11889 Valley View St,Garden Grove,CA,92845,33.790054,-118.029219,www.cruinstitute.com
Monteclaro Escuela De Hoteleria Y Artes Culinarias,Carr. 955 Km. 4.8 Barrio Palmer,Rio Grande,PR,745,18.379204,-65.807716,www.monteclaro.edu
Mt Diablo Adult Education,Loma Vista Adult Center - 1266 San Carlos Avenue.,Concord,CA,94518,37.968847,-122.026798,www.mdusd.k12.ca.us/adulted
Modern Technology School,"16560 Harbor Blvd., Units K-Q",Fountain Valley,CA,92708,33.723142,-117.918837,www.mtschool.edu
New Community Workforce Development Center,201 Bergen St,Newark,NJ,7103,40.73855,-74.193608,www.newcommunity.org
Everest College-Anaheim,"511 North Brookhurst St., Suite 300",Anaheim,CA,92801,33.839256,-117.959779,www.everest.edu/campus/anaheim
Dallas Nursing Institute,12170 N. Abrams Road Suite 200,Dallas,TX,75243,32.9138,-96.734878,www.dni.edu
Thuy Princess Beauty College,252 E Second St,Pomona,CA,91766,34.057663,-117.748468,thuyprincessbeautycollege.com
Professional Golfers Career College,26109 Ynez Road,Temecula,CA,92591,33.528952,-117.163739,www.golfcollege.edu
North-West College-Glendale,221 North Brand,Glendale,CA,91203,34.148913,-118.255409,www.north-westcollege.edu
Richmond School Of Health And Technology,751 West Hundred Road,Chester,VA,23836,37.581931,-77.49828,not available
Milan Institute-San Antonio Ingram,6804 Ingram Road,San Antonio,TX,78238,29.472723,-98.615224,www.milaninstitute.edu
Everest College-City Of Industry,12801 Crossroads Parkway South,City Of Industry,CA,91746,34.029444,-118.024591,www.everest.edu/campus/city_of_industry
Westwood College-Anaheim,1551 S. Douglass Rd,Anaheim,CA,92806,33.80945,-117.878214,www.westwood.edu
Fremont College,18000 Studebaker Road Suite 900A,Cerritos,CA,90703,33.867773,-118.098316,www.fremont.edu
Rudae'S School Of Beauty Culture-Ft Wayne,5317 Coldwater Rd,Fort Wayne,IN,46825,41.127925,-85.137998,www.rudaes.com
University Of Phoenix-San Diego Campus,9645 Granite Ridge Dive,San Diego,CA,92123,32.8142,-117.11685,www.phoenix.edu
Intercoast Colleges-Burbank,"175 East Olive Avenue, 3Rd Floor",Burbank,CA,91502,34.180805,-118.309153,www.intercoast.edu
Universal College Of Beauty Inc-Los Angeles 2,3419 W 43Rd Place,Los Angeles,CA,90008,34.004541,-118.332295,ucb-la.com
Carrington College California-Antioch,2157 Country Hills Drive,Antioch,CA,94509,37.969344,-121.786092,www.carrington.edu
Xenon International Academy-Denver,2231 S Peoria,Aurora,CO,80014,39.676308,-104.848602,www.xenonacademy.net/index.html
Carrington College California-San Jose,6201 San Ignacio Ave.,San Jose,CA,95119,37.235597,-121.776159,www.carrington.edu
Royale College Of Beauty,27485 Commerce Center Dr,Temecula,CA,92590,33.515476,-117.164541,www.royalecollegeofbeautyschool.com
Lincoln Technical Institute-Cromwell,106 Sebethe Dr,Cromwell,CT,6416,41.610644,-72.705627,www.lincolnedu.com
Everest Institute-Fort Lauderdale,Not Available,Not Available,FL,not available,26.138741,-80.114209,not available
Stevens-Henager College-Murray,383 W Vine St,Murray,UT,84123,40.659626,-111.902145,www.stevenshenager.edu
Itt Technical Institute-Lake Mary,1400 South International Parkway South,Lake Mary,FL,32746,28.750041,-81.366513,www.itt-tech.edu
Brookline College-Tucson,"5441 E. 22Nd St, Ste.125",Tucson,AZ,85711,32.207932,-110.876375,www.brooklinecollege.edu
Everest Institute-Jonesboro,6431 Tara Blvd,Jonesboro,GA,30236,33.577006,-84.375195,www.everest.edu/campus/jonesboro
Heritage Institute-Jacksonville,"4130 Salibury Road North, Suite 1100",Jacksonville,FL,32216,30.254003,-81.596021,www.heritage-education.com
Carrington College California-Pleasant Hill,"380 Civic Dr., Ste. 300",Pleasant Hill,CA,94523,37.962649,-122.072153,www.carrington.edu
Westech College,3491 E. Concours Ave,Ontario,CA,91764,34.075155,-117.577308,www.westech.edu
Remington College-Honolulu Campus,1111 Bishop St Ste 400,Honolulu,HI,96813,21.309273,-157.860023,www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools
Brown Mackie College-Quad Cities,2119 Kimberly Rd.,Bettendorf,IA,52722,41.543198,-90.519772,www.brownmackie.edu
Florida College Of Natural Health-Maitland,2600 Lake Lucien Drive   Suite#240,Maitland,FL,32751,28.629921,-81.397179,www.steinered.com/
Florida College Of Natural Health-Brandenton,616  67Th Street Circle East,Bradenton,FL,34208,27.49489,-82.477585,www.steinered.com/
Xenon International Academy-Kansas City,1215 E. Santa Fe,Olathe,KS,66061,38.882583,-94.798613,xenonacademy.net
University Of Phoenix-Southern Colorado Campus,5725 Mark Dabling Blvd.,Colorado Springs,CO,80919,38.913955,-104.821001,www.phoenix.edu
Jonesville Beauty School,208 Westside Drive,Vidalia,LA,71373,31.569543,-91.470706,not available
University Of Phoenix-West Michigan Campus,318 River Ridge Dr Nw,Walker,MI,49544,43.019705,-85.679375,www.phoenix.edu
Rob Roy Academy-Worcester,150 Pleasant St,Worcester,MA,1609,42.263694,-71.80762,www.rob-roy.com
Stratford University,3201 Jermantown Road,Fairfax,VA,22030,38.907425,-77.214553,www.stratford.edu
All State Career-Baltimore,2200 Broening Hwy Ste 160,Baltimore,MD,21224,39.264664,-76.544942,www.allstatecareer.edu
Universal Technical Institute Of California Inc,9494 Haven Avenue,Rancho Cucamonga,CA,91730,34.082782,-117.576366,www.uti.edu/
Everest Institute-Kalamazoo,5177 W Main,Kalamazoo,MI,49009,42.291618,-85.651009,www.everest.edu/campus/kalamazoo
Greater Lowell Technical School,250 Pawtucket Blvd,Tyngsboro,MA,1879,42.653917,-71.38618,www.gltech.org
American Intercontinental University-Atlanta,"6600 Peachtree Dunwoody Road, 500 Embassy Row",Atlanta,GA,30328,33.936128,-84.355243,www.aiuniv.edu/atlanta
Adler Graduate School,1550 East 78Th Street,Richfield,MN,55423,44.862865,-93.252532,www.alfredadler.edu
American Intercontinental University-South Florida,2250 North Commerce Pkwy,Weston,FL,33326,26.089678,-80.367098,www.aiufl.edu
Genesis Career College-Lebanon Campus,1505 Noah Court,Lebanon,TN,37087,36.210333,-86.290331,www.genesiscareer.edu
Lebanon Technology And Career Center,757 Brice St,Lebanon,MO,65536,37.692032,-92.677667,www.lebanon.k12.mo.us/ltcc
University Of Phoenix-Philadelphia Campus,1170 Devon Park Drive,Wayne,PA,19087,40.080009,-75.402944,www.phoenix.edu
Final Touch Beauty School,5700 North Hills Street,Meridian,MS,39307,32.40829,-88.737116,not available
University Of Phoenix-Pittsburgh Campus,Penn Center W Bldg 6,Pittsburgh,PA,15276,40.428485,-80.125516,www.phoenix.edu
Academy Of Hair Design Three,1815 Terry Rd,Jackson,MS,39204,32.282646,-90.210517,www.academyofhair.com
Kaplan College-Dallas,"12005 Ford Road, Suite 100",Dallas,TX,75234,32.912092,-96.892044,dallas.kaplancollege.com
Everest Institute-Decatur,"2460 Wesley Chapel Rd, Ste 25A",Decatur,GA,30035,33.838454,-84.32438,www.everest.edu/campus/atlanta_dekalb
Mitchells Hairstyling Academy-Goldsboro,1021 N Spence Ave,Goldsboro,NC,27534,35.388447,-77.94899,www.mitchells.edu
Lincoln Technical Institute-Moorestown,308 Route 38 W,Moorestown,NJ,8057,39.926759,-74.951606,www.lincolntech.com
Everest College-Chesapeake,825 Greenbrier Circle Suite 100,Chesapeake,VA,23320,36.79029,-76.229606,www.everest.edu/campus/chesapeake
Southwest Collegiate Institute For The Deaf,3200 Ave C,Big Spring,TX,79720,32.227753,-101.503419,www.howardcollege.edu/swcid/
Everest Institute-Greenspoint,255 Northpoint Ste 100,Houston,TX,77060,29.938574,-95.40382,www.everest.edu/campus/houston_greenspoint
Kaplan College-Las Vegas,3535 W. Sahara Avenue,Las Vegas,NV,89102,36.125127,-115.18274,las-vegas.kaplancollege.com/pages/homepage.aspx
Rancho Santiago Community College District Office,2323 N Broadway,Santa Ana,CA,92706,33.767331,-117.868261,www.rsccd.edu
Fortis College-Richmond,"2000 Westmoreland Street, Suite A",Richmond,VA,23230,37.581537,-77.488455,www.fortis.edu
Beauty School Of Middletown,225 Dolson Ave,Middletown,NY,10940,41.424746,-74.42818,www.thebeautyschoolofmiddletown.com
The Academy Of Hair Design Six,6552 Us Hwy 49,Hattiesburg,MS,39401,31.350971,-89.338576,www.academyofhair.com
Bryant & Stratton College-Southtowns,Sterling Park - 200 Redtail,Orchard Park,NY,14127,42.790182,-78.770366,www.bryantstratton.edu
National Tractor Trailer School Inc-Buffalo,175 Katherine St,Buffalo,NY,14210,42.865209,-78.858176,www.ntts.edu
Cleveland Institute Of Dental-Medical Assistants-Lyndhurst,5564 Mayfield Rd,Lyndhurst,OH,44124,41.519637,-81.478573,www.cidma.edu
Knox County Career Center,306 Martinsburg Rd,Mount Vernon,OH,43050,40.375889,-82.475117,www.adultedkccc.org
Hacienda La Puente Adult Education,14101 E. Nelson Ave,La Puente,CA,91746,34.044114,-117.979555,www.hlpae.com
Madison Adult Career Center,600 Esley Ln,Mansfield,OH,44905,40.774328,-82.460912,www.madisonadultcc.org
Remington College-Cleveland Campus,14445 Broadway Ave,Cleveland,OH,44125,41.422951,-81.579347,www.remingtoncollege.edu/cleveland-ohio-career-schools-overview
Brown Mackie College-Findlay,"1700 Fostoria Ave, Suite 100",Findlay,OH,45840,41.058515,-83.619502,www.brownmackie.edu
La Belle Beauty Academy,7390 West Flagler Street,Miami,FL,33144,25.769614,-80.31582,www.labellebeauty.net
Toledo Academy Of Beauty Culture-East,3341 Navarre Ave.,Oregon,OH,43616,41.638326,-83.46954,toledoacademyofbeauty.com
Advanced Technical Centers,5600  Nw 36 Street,Miami,FL,33166,25.806645,-80.2871,www.advancedtechnicalcenters.com
Cc'S Cosmetology College,8138 E 21St Street,Tulsa,OK,74129,36.133008,-95.885053,www.ccscosmetologycollege.org
Regency Beauty Institute-Winston-Salem,588 Hanes Mall Blvd,Winston Salem,NC,27103,36.066944,-80.250264,www.regencybeauty.com
Chisholm Trail Technology Center,State Highway 33,Omega,OK,73764,35.840153,-98.172445,www.cttc.edu
Gordon Cooper Technology Center,1 John C Bruton Blvd,Shawnee,OK,74804,35.380321,-96.908013,www.gctech.org
Kiamichi Technology Center-Atoka,1301 West Liberty Road,Atoka,OK,74525,34.395365,-96.153029,www.ktc.edu
Robert Fiance Beauty Schools-North Plainfield,121 Watchung Ave,North Plainfield,NJ,7060,40.622451,-74.426989,www.robertfiance.com
Long Island Beauty School-Hauppauge,544 Rte 111,Hauppauge,NY,11788,40.827293,-73.201722,libeautyschool.com
Sandusky Career Center,2130 Hayes Ave,Sandusky,OH,44870,41.43483,-82.71206,www.sanduskycareercenter.org
South Orange County Community College District,28000 Marguerite Pky,Mission Viejo,CA,92692,33.551856,-117.665321,www.socccd.edu
Devry College Of New York,"180 Madison Ave., Ste. 900",New York,NY,10016,40.744628,-73.93688,www.devry.edu
Devry University-Indiana,"9100 Keystone Crossing, Ste 350",Indianapolis,IN,46240,39.919069,-86.111162,www.devry.edu
Central Texas Beauty College-Temple,2010 South 57Th Street,Temple,TX,76504,31.084871,-97.379234,www.centraltexasbeautycollege.com
Erie 2 Chautauqua Cattaraugus Boces-Practical Nursing Program,8685 Erie Rd,Angola,NY,14006,42.648295,-79.040253,www.e2ccb.org
University Of Phoenix-Western Washington Campus,7100 Fort Dent Way,Tukwila,WA,98188,47.4684,-122.246405,www.phoenix.edu
Universal Therapeutic Massage Institute,3410 Aztec Rd Ne,Albuquerque,NM,87107,35.11988,-106.604888,www.utmi.com
University Of Phoenix-Central Florida Campus,2290 Lucien Way,Maitland,FL,32751,28.623109,-81.389031,www.phoenix.edu
Upper Valley Educators Institute,194 Dartmouth College Highway,Lebanon,NH,3766,43.637595,-72.230822,www.uvei.edu
Empire Beauty School-Brooklyn,2384 86Th St,Brooklyn,NY,11214,40.599279,-73.989884,www.empire.edu
University Of Phoenix-Oregon Campus,"Triangle Corporate Park, 13221 Sw 68Th Pkwy",Tigard,OR,97223,45.424135,-122.745086,www.phoenix.edu
Keck Graduate Institute,535 Watson Dr,Claremont,CA,91711,34.093329,-117.72351,www.kgi.edu
Aviation Institute Of Maintenance-Atlanta,2025 Satellite Pointe,Duluth,GA,30096,33.97441,-83.965368,www.aviation.edu/aim-atlanta/default.aspx
Cet-El Paso,294 Candelaria Street,El Paso,TX,79907,31.654888,-106.271056,cetweb.org
Kaplan College-Riverside,4040  Vine Street,Riverside,CA,92507,33.976895,-117.369777,riverside.kaplancollege.com/pages/homepage.aspx
Houston Training School-Gulfgate,6630 Gulf Fwy,Houston,TX,77087,29.706138,-95.304092,houstontrainingschools.net
Star Career Academy-Philadelphia,2371 Welsh Road,Philadelphia,PA,19114,40.073011,-75.032248,www.starcareeracademy.com
Star Career Academy-Egg Harbor,"3003 English Creek Avenue, Suite 212",Egg Harbor Township,NJ,8234,39.43275,-74.612508,www.starcareeracademy.com
Appalachian School Of Law,1169 Edgewater Drive,Grundy,VA,24614,37.278007,-82.096426,www.asl.edu
Eastern New Mexico University-Ruidoso Campus,709 Mechem Dr,Ruidoso,NM,88345,33.346597,-105.677183,www.ruidoso.enmu.edu/
Empire Beauty School-Kennesaw,"425 Ernest Barrett Pkwy, Suite 1120",Kennesaw,GA,30144,34.011112,-84.562798,www.empire.edu
Long Island University-Westchester Campus,"Liu/Westchester Campus, 735 Anderson Hill Road",Purchase,NY,10577,41.048648,-73.705238,www.liu.edu
Kaplan College-Stockton,722 W. March Ln,Stockton,CA,95207,37.990152,-121.314242,stockton.kaplancollege.com/pages/homepage.aspx
Anthem Career College-Nashville,560 Royal Parkway,Nashville,TN,37211,36.146211,-86.67185,www.anthem.edu
Platt College-Ontario,3700 Inland Empire Boulevard,Ontario,CA,91764,34.068595,-117.571744,www.plattcollege.edu
The Bryman School Of Arizona,2250 W. Peoria Ave. A-100,Phoenix,AZ,85029,33.582859,-112.107537,www.anthem.edu/brymanschool/
Anthem College-Irving,4250 N Beltline Road,Irving,TX,75038,32.870783,-96.991122,www.anthem.edu
American University Of Health Sciences,1600 East Hill St,Signal Hill,CA,90755,33.820267,-118.185318,www.auhs.edu
Acupuncture And Integrative Medicine College-Berkeley,2550 Shattuck Avenue,Berkeley,CA,94704,37.862754,-122.267636,www.aimc.edu
Antioch University-System Administration,900 Dayton Street,Yellow Springs,OH,45387,39.798614,-83.892154,www.antioch.edu
Career Networks Institute,702 W Town And Country Rd,Orange,CA,92868,33.693904,-117.885043,www.cnicollege.edu
Estrella Mountain Community College,3000 N Dysart Rd,Avondale,AZ,85323,33.480722,-112.343158,www.emc.maricopa.edu
Westwood College-River Oaks,80 River Oaks Ctr-Ste 111,Calumet City,IL,60409,41.595556,-87.531742,www.westwood.edu
